Sentiment,Student Reviews & Comments,Challenges & Issues,Source,Language,Sentiment Target Class,
Neutral,"U have to promote uni students.....if u can't promote us.... Then U have to open universities bcz online classes n online exams are totally useless n waste of time. we have electricity n network problems
Aur ager nhi manthy tu auo na bannu jaiza ly k ","#Internet issue
#Internet issue",Facebook,Mix(English+Roman Urdu),2,
Negative,"A student from FAST, Zuhaib Muhammd, who has to hike mountains daily in his village to catch internet signals to attend online classes during lockdown.
45% of Pakistanis, most ppl from the tribal areas of Pakistan and Gilgit Baltistan have no proper communication set up, even no mobile signals.","#Poor internet signal in remote 
areas",Facebook,English,1,
Negative,"He climbed in the mountains, got internet signal and took classes remotely.coming towards Ex FATA ,where 3g or 4g is
 suspended since 2015.like as in Parachinar.","#Poor internet signal in remote 
areas",Facebook,English,1,
Negative,We are going through the same conditions and sometimes we fail to access internet signals even after hiking Tatara.,"#Poor internet signal in remote 
areas",Facebook,English,1,
Neutral,"Balochistan...he should be happy that he get signal on mountains,we cant have 2g in turbat city,.there is no internet we are facing same issue but there is no one to take our voice to higher authorities....
we are not attenting the online classes due to no internet.......we must become united to ask hec for our problem, solution","#Poor internet signal in remote 
areas",Facebook,English,2,
Negative,But in fata everything fine such as single 3g 4g but Pakistan army on the force closed it why,,Facebook,English,1,
Negative,Sir allha ka wasta ha paper cancel kr da,,Youtube,Mix(English+Roman Urdu),1,
Negative,"Promote your university students next semester.
Stop online classes and exams.",,Youtube,English,1,
Neutral,"Stop online classes and exams. Every student has not leptop and proper net facilities and same financially conditions for net packages in this lockdown conditions.
Think about the last semester students who are already late.","#Internet issue
#Laptop/Smartphone availability issue",Youtube,English,2,
Negative,"We haven't prepared our syllabus for Mcqs. type questions or any other online exam.
you've to limitize our exam syllabus for this particular ongoing semester er.",,Youtube,English,1,
Neutral,"To, 
The vice chancellor;
Jinnah university for women karachi.
Assalamualikum,
Respected sir;
As,the deliverance of current procedure of online examination by our university,we felt deeply about our examination system as it is not possible to conduct exams over lms 
There are many issues that can put us in difficulty:
Firstly, lms have their own server issues because while we are conducted online classes during this process we can't take online classes properly & when we open lms most of the time it was hanged so because of this we can't take proper online class and we aren't  guaranteed about the smooth run up of our online exams, interruption may cause failure to our examination.
Secondly, the lectures weren't sufficient for our understandings and were not as according to our classroom environment so, we are having problems in developing  our concepts regarding it by just reading the word document or attending forums. 
Lastly, there are many personal issues with many of the students, some don't have laptop facility while other have loading shedding & networking issues.so, it may cause a huge hurdle if we support this online examination. Our grades will be affected & moreover we won't be able to appear online. We want our university to promote us to our new session as per as previous grades or GPA. 
Thankyou!",#online examination issue,Youtube,English,2,
